"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ILMN_3008586"	"2.78e-01"	"1.67e-01"	"1.5095615"	"-6.540326"	"0.56442806"	"Inpp5j"	"inositol polyphosphate 5-phosphatase J"
"ILMN_2636951"	"2.78e-01"	"1.67e-01"	"1.5093902"	"-6.540554"	"0.24229918"	"Cpsf2"	"cleavage and polyadenylation specific factor 2"
"ILMN_1259949"	"2.78e-01"	"1.67e-01"	"-1.5093094"	"-6.540661"	"-0.29469296"	"Arhgef25"	"Rho guanine nucleotide exchange factor (GEF) 25"
"ILMN_2703204"	"2.78e-01"	"1.67e-01"	"-1.5090268"	"-6.541036"	"-0.46111723"	"Cmc2"	"COX assembly mitochondrial protein 2"
"ILMN_2673484"	"2.78e-01"	"1.67e-01"	"-1.5089498"	"-6.541138"	"-0.28284879"	"Mrgpre"	"MAS-related GPR, member E"
"ILMN_1215740"	"2.78e-01"	"1.68e-01"	"-1.5077789"	"-6.542693"	"-0.3137154"	"Zfp46"	"zinc finger protein 46"
"ILMN_2712994"	"2.78e-01"	"1.68e-01"	"-1.5074708"	"-6.543101"	"-0.24465641"	"Nupl2"	"nucleoporin like 2"
"ILMN_1216122"	"2.78e-01"	"1.68e-01"	"-1.5071583"	"-6.543516"	"-0.27483865"	"Mrpl48"	"mitochondrial ribosomal protein L48"
"ILMN_2762397"	"2.78e-01"	"1.68e-01"	"-1.5069856"	"-6.543745"	"-0.30056775"	"Fbxo25"	"F-box protein 25"
"ILMN_2592695"	"2.78e-01"	"1.68e-01"	"1.5068702"	"-6.543898"	"0.26813793"	"Sorcs1"	"sortilin-related VPS10 domain containing receptor 1"
"ILMN_2725429"	"2.79e-01"	"1.68e-01"	"-1.5060085"	"-6.545041"	"-0.25449901"	"Lsm10"	"U7 snRNP-specific Sm-like protein LSM10"
"ILMN_2839732"	"2.79e-01"	"1.68e-01"	"1.505764"	"-6.545365"	"0.23650476"	"Olfr164"	"olfactory receptor 164"
"ILMN_2749595"	"2.79e-01"	"1.68e-01"	"-1.5057417"	"-6.545395"	"-0.48011496"	"Inf2"	"inverted formin, FH2 and WH2 domain containing"
"ILMN_3078143"	"2.79e-01"	"1.68e-01"	"-1.505621"	"-6.545555"	"-0.25794607"	"Zgpat"	"zinc finger, CCCH-type with G patch domain"
"ILMN_1252545"	"2.79e-01"	"1.68e-01"	"-1.5052074"	"-6.546103"	"-0.33428253"	"Map7"	"microtubule-associated protein 7"
"ILMN_2932078"	"2.79e-01"	"1.68e-01"	"-1.5050335"	"-6.546334"	"-0.31790492"	"Map1b"	"microtubule-associated protein 1B"
"ILMN_1256562"	"2.79e-01"	"1.68e-01"	"-1.5048902"	"-6.546524"	"-0.36261138"	"Prl8a9"	"prolactin family8, subfamily a, member 9"
"ILMN_1213680"	"2.79e-01"	"1.68e-01"	"-1.5043087"	"-6.547294"	"-0.24718144"	"Zmym6"	"zinc finger, MYM-type 6"
"ILMN_3149950"	"2.79e-01"	"1.68e-01"	"1.5042895"	"-6.54732"	"0.42347256"	"Ptprg"	"protein tyrosine phosphatase, receptor type, G"
"ILMN_2649240"	"2.79e-01"	"1.68e-01"	"1.5042819"	"-6.54733"	"0.35192092"	"Epb42"	"erythrocyte membrane protein band 4.2"
"ILMN_2696110"	"2.79e-01"	"1.69e-01"	"-1.5041489"	"-6.547506"	"-0.29252091"	"Tppp"	"tubulin polymerization promoting protein"
"ILMN_3161757"	"2.79e-01"	"1.69e-01"	"1.5038724"	"-6.547872"	"0.2948225"	"Macrod2"	"MACRO domain containing 2"
"ILMN_2824178"	"2.79e-01"	"1.69e-01"	"-1.5038175"	"-6.547945"	"-0.23826991"	"Serpinb3c"	"serine (or cysteine) peptidase inhibitor, clade B, member 3C"
"ILMN_1242571"	"2.80e-01"	"1.69e-01"	"-1.5030604"	"-6.548948"	"-0.2304348"	"Pkn3"	"protein kinase N3"
"ILMN_2747728"	"2.80e-01"	"1.69e-01"	"1.5028709"	"-6.549199"	"0.38095919"	"Pde7b"	"phosphodiesterase 7B"
"ILMN_2738433"	"2.80e-01"	"1.69e-01"	"1.5025796"	"-6.549585"	"0.24696919"	""	""
"ILMN_2916791"	"2.80e-01"	"1.69e-01"	"1.5022852"	"-6.549975"	"0.23809091"	"Zkscan17"	"zinc finger with KRAB and SCAN domains 17"
"ILMN_2922178"	"2.80e-01"	"1.69e-01"	"1.5017523"	"-6.55068"	"0.25498227"	"Sult5a1"	"sulfotransferase family 5A, member 1"
"ILMN_2679871"	"2.80e-01"	"1.69e-01"	"1.501276"	"-6.551311"	"0.31208413"	"Col4a4"	"collagen, type IV, alpha 4"
"ILMN_2718266"	"2.81e-01"	"1.70e-01"	"-1.5000474"	"-6.552937"	"-0.25850987"	"Fkbp5"	"FK506 binding protein 5"
"ILMN_3162365"	"2.81e-01"	"1.70e-01"	"1.4997068"	"-6.553387"	"0.3112329"	"Zc3h12b"	"zinc finger CCCH-type containing 12B"
"ILMN_1219026"	"2.81e-01"	"1.70e-01"	"-1.4996435"	"-6.553471"	"-0.30323174"	"Robo4"	"roundabout guidance receptor 4"
"ILMN_2757716"	"2.81e-01"	"1.70e-01"	"1.4995348"	"-6.553615"	"0.36581244"	"Plppr2"	"phospholipid phosphatase related 2"
"ILMN_2933488"	"2.81e-01"	"1.70e-01"	"1.4989006"	"-6.554454"	"0.30742709"	"Taar7e"	"trace amine-associated receptor 7E"
"ILMN_2710253"	"2.81e-01"	"1.70e-01"	"1.4988721"	"-6.554491"	"0.26464736"	"Cyr61"	"cysteine rich protein 61"
"ILMN_2481009"	"2.81e-01"	"1.70e-01"	"1.4985849"	"-6.554871"	"0.32592143"	"Vmn1r177"	"vomeronasal 1 receptor 177"
"ILMN_2780848"	"2.81e-01"	"1.70e-01"	"1.4982659"	"-6.555293"	"0.23629148"	"Hip1r"	"huntingtin interacting protein 1 related"
"ILMN_3156419"	"2.81e-01"	"1.70e-01"	"-1.4982054"	"-6.555373"	"-0.30150958"	"Nusap1"	"nucleolar and spindle associated protein 1"
"ILMN_3050077"	"2.81e-01"	"1.70e-01"	"1.4979006"	"-6.555776"	"0.26962934"	""	""
"ILMN_1233733"	"2.81e-01"	"1.70e-01"	"1.4977751"	"-6.555942"	"0.23610606"	"Hsp90ab1"	"heat shock protein 90 alpha (cytosolic), class B member 1"
"ILMN_2847906"	"2.82e-01"	"1.70e-01"	"1.4969941"	"-6.556974"	"0.28726528"	"Sh3tc1"	"SH3 domain and tetratricopeptide repeats 1"
"ILMN_2825301"	"2.82e-01"	"1.70e-01"	"1.4965178"	"-6.557603"	"0.38067697"	"Uba1"	"ubiquitin-like modifier activating enzyme 1"
"ILMN_2649530"	"2.82e-01"	"1.71e-01"	"1.4957698"	"-6.558591"	"0.41794864"	"Klhdc8a"	"kelch domain containing 8A"
"ILMN_3124885"	"2.83e-01"	"1.71e-01"	"-1.4944999"	"-6.560268"	"-0.23123019"	"Pdpk1"	"3-phosphoinositide dependent protein kinase 1"
"ILMN_2780519"	"2.83e-01"	"1.71e-01"	"-1.4941794"	"-6.560691"	"-0.24114733"	"St7l"	"suppression of tumorigenicity 7-like"
"ILMN_3096933"	"2.83e-01"	"1.71e-01"	"-1.4930494"	"-6.562183"	"-0.53420629"	"Top1mt"	"DNA topoisomerase 1, mitochondrial"
"ILMN_2660663"	"2.83e-01"	"1.71e-01"	"1.4929126"	"-6.562363"	"0.26498726"	"Ak2"	"adenylate kinase 2"
"ILMN_2669991"	"2.83e-01"	"1.71e-01"	"-1.4928998"	"-6.56238"	"-0.35091565"	"Tmem135"	"transmembrane protein 135"
"ILMN_2657478"	"2.83e-01"	"1.71e-01"	"-1.4928473"	"-6.562449"	"-0.3567149"	"Cd53"	"CD53 antigen"
"ILMN_2461853"	"2.83e-01"	"1.71e-01"	"1.4927748"	"-6.562545"	"0.35172269"	"Zfp513"	"zinc finger protein 513"
"ILMN_2794844"	"2.83e-01"	"1.71e-01"	"-1.4924858"	"-6.562926"	"-0.31394679"	"Cngb1"	"cyclic nucleotide gated channel beta 1"
"ILMN_2940559"	"2.83e-01"	"1.72e-01"	"-1.4922423"	"-6.563247"	"-0.38810693"	"Gbf1"	"golgi-specific brefeldin A-resistance factor 1"
"ILMN_1260106"	"2.84e-01"	"1.72e-01"	"-1.4918505"	"-6.563764"	"-0.26594848"	"Nsun6"	"NOL1/NOP2/Sun domain family member 6"
"ILMN_2762026"	"2.84e-01"	"1.72e-01"	"1.4917199"	"-6.563936"	"0.3549153"	"Pcna"	"proliferating cell nuclear antigen"
"ILMN_1221628"	"2.84e-01"	"1.72e-01"	"1.4916561"	"-6.56402"	"0.26910018"	"Slc4a4"	"solute carrier family 4 (anion exchanger), member 4"
"ILMN_2752600"	"2.84e-01"	"1.72e-01"	"1.4911914"	"-6.564633"	"0.3437468"	"Agbl5"	"ATP/GTP binding protein-like 5"
"ILMN_2909105"	"2.84e-01"	"1.72e-01"	"-1.491015"	"-6.564866"	"-0.27626211"	"Fam57a"	"family with sequence similarity 57, member A"
"ILMN_2691623"	"2.84e-01"	"1.72e-01"	"1.4909851"	"-6.564905"	"0.41957237"	"Sptlc2"	"serine palmitoyltransferase, long chain base subunit 2"
"ILMN_2743668"	"2.84e-01"	"1.72e-01"	"1.490982"	"-6.564909"	"0.35950888"	"Lias"	"lipoic acid synthetase"
"ILMN_3162242"	"2.84e-01"	"1.72e-01"	"1.4899278"	"-6.566299"	"0.33898769"	"Olfr213"	"olfactory receptor 213"
"ILMN_1225594"	"2.84e-01"	"1.72e-01"	"-1.4897133"	"-6.566581"	"-0.2530693"	"1110008P14Rik"	"RIKEN cDNA 1110008P14 gene"
"ILMN_1215781"	"2.84e-01"	"1.72e-01"	"-1.4895473"	"-6.5668"	"-0.26861932"	"Elmo1"	"engulfment and cell motility 1"
"ILMN_3000318"	"2.84e-01"	"1.72e-01"	"-1.4894123"	"-6.566978"	"-0.27728847"	"Adrbk1"	"adrenergic receptor kinase, beta 1"
"ILMN_1242622"	"2.84e-01"	"1.72e-01"	"1.488949"	"-6.567588"	"0.34671787"	"Crem"	"cAMP responsive element modulator"
"ILMN_2743650"	"2.85e-01"	"1.72e-01"	"1.4886973"	"-6.56792"	"0.24998876"	"Setd5"	"SET domain containing 5"
"ILMN_1258600"	"2.85e-01"	"1.72e-01"	"-1.4885274"	"-6.568144"	"-0.24053691"	"Acaca"	"acetyl-Coenzyme A carboxylase alpha"
"ILMN_1214364"	"2.85e-01"	"1.72e-01"	"1.4884888"	"-6.568195"	"0.40246746"	"Themis"	"thymocyte selection associated"
"ILMN_2613131"	"2.85e-01"	"1.73e-01"	"-1.4880634"	"-6.568755"	"-0.37393846"	"Neil2"	"nei like 2 (E. coli)"
"ILMN_1232903"	"2.85e-01"	"1.73e-01"	"-1.4878452"	"-6.569042"	"-0.25278927"	"Acbd6"	"acyl-Coenzyme A binding domain containing 6"
"ILMN_2908547"	"2.85e-01"	"1.73e-01"	"1.4877122"	"-6.569217"	"0.48309156"	"Arfgap1"	"ADP-ribosylation factor GTPase activating protein 1"
"ILMN_2611180"	"2.85e-01"	"1.73e-01"	"1.4874466"	"-6.569567"	"0.40435762"	"Ccdc3"	"coiled-coil domain containing 3"
"ILMN_2769925"	"2.85e-01"	"1.73e-01"	"1.4873201"	"-6.569733"	"0.22834972"	"Alk"	"anaplastic lymphoma kinase"
"ILMN_2590061"	"2.85e-01"	"1.73e-01"	"-1.4866489"	"-6.570617"	"-0.30403819"	"Mutyh"	"mutY DNA glycosylase"
"ILMN_3137570"	"2.85e-01"	"1.73e-01"	"1.4861641"	"-6.571255"	"0.25239072"	"Pdlim5"	"PDZ and LIM domain 5"
"ILMN_2774662"	"2.85e-01"	"1.73e-01"	"-1.4858328"	"-6.571691"	"-0.2603859"	"Rbl2"	"retinoblastoma-like 2"
"ILMN_2597978"	"2.86e-01"	"1.73e-01"	"1.4855063"	"-6.57212"	"0.33707336"	"Nacc2"	"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing"
"ILMN_2480542"	"2.86e-01"	"1.73e-01"	"1.485187"	"-6.57254"	"0.28889468"	"Vamp1"	"vesicle-associated membrane protein 1"
"ILMN_1259206"	"2.86e-01"	"1.73e-01"	"1.4848176"	"-6.573026"	"0.31239721"	"Hrc"	"histidine rich calcium binding protein"
"ILMN_2591800"	"2.86e-01"	"1.73e-01"	"-1.4846822"	"-6.573204"	"-0.41810971"	"Comtd1"	"catechol-O-methyltransferase domain containing 1"
"ILMN_1217000"	"2.86e-01"	"1.73e-01"	"1.4846161"	"-6.573291"	"0.28969583"	"Tfpt"	"TCF3 (E2A) fusion partner"
"ILMN_2623712"	"2.86e-01"	"1.74e-01"	"-1.4832957"	"-6.575027"	"-0.32444544"	"Terf2"	"telomeric repeat binding factor 2"
"ILMN_1227120"	"2.87e-01"	"1.74e-01"	"-1.4829253"	"-6.575514"	"-0.25748366"	"Zfp709"	"zinc finger protein 709"
"ILMN_2641857"	"2.87e-01"	"1.74e-01"	"1.4825018"	"-6.57607"	"0.3489328"	"Polr3f"	"polymerase (RNA) III (DNA directed) polypeptide F"
"ILMN_3135801"	"2.87e-01"	"1.74e-01"	"-1.4823383"	"-6.576285"	"-0.25021535"	"Tmem237"	"transmembrane protein 237"
"ILMN_1212850"	"2.87e-01"	"1.74e-01"	"1.4820411"	"-6.576676"	"0.50660327"	"Glrx3"	"glutaredoxin 3"
"ILMN_2831579"	"2.87e-01"	"1.74e-01"	"1.4819981"	"-6.576732"	"0.22564487"	"Kctd5"	"potassium channel tetramerisation domain containing 5"
"ILMN_2621422"	"2.87e-01"	"1.74e-01"	"-1.4819422"	"-6.576806"	"-0.26320349"	"Kirrel"	"kin of IRRE like (Drosophila)"
"ILMN_1214811"	"2.87e-01"	"1.74e-01"	"1.4816714"	"-6.577161"	"0.27479854"	"Psen1"	"presenilin 1"
"ILMN_3060149"	"2.87e-01"	"1.74e-01"	"1.4814712"	"-6.577424"	"0.50962957"	"Golga2"	"golgi autoantigen, golgin subfamily a, 2"
"ILMN_2637850"	"2.87e-01"	"1.74e-01"	"1.481455"	"-6.577445"	"0.3339022"	"Dhdds"	"dehydrodolichyl diphosphate synthase"
"ILMN_2471289"	"2.87e-01"	"1.74e-01"	"1.4808778"	"-6.578203"	"0.32158407"	"Trim44"	"tripartite motif-containing 44"
"ILMN_1224505"	"2.87e-01"	"1.74e-01"	"-1.4807645"	"-6.578352"	"-0.22117527"	"Irf3"	"interferon regulatory factor 3"
"ILMN_2882050"	"2.87e-01"	"1.75e-01"	"-1.4804099"	"-6.578818"	"-0.23352774"	"3110040N11Rik"	"RIKEN cDNA 3110040N11 gene"
"ILMN_1246498"	"2.87e-01"	"1.75e-01"	"-1.4802987"	"-6.578964"	"-0.31699045"	"Nme7"	"NME/NM23 family member 7"
"ILMN_1229343"	"2.87e-01"	"1.75e-01"	"1.4799653"	"-6.579401"	"0.45851382"	"Mboat2"	"membrane bound O-acyltransferase domain containing 2"
"ILMN_2673575"	"2.87e-01"	"1.75e-01"	"1.4797827"	"-6.579641"	"0.2226211"	"Cyp21a1"	"cytochrome P450, family 21, subfamily a, polypeptide 1"
"ILMN_3162252"	"2.87e-01"	"1.75e-01"	"1.479688"	"-6.579765"	"0.28150723"	"Olfr1318"	"olfactory receptor 1318"
"ILMN_1255186"	"2.87e-01"	"1.75e-01"	"1.4795521"	"-6.579944"	"0.22994207"	"Olfr859"	"olfactory receptor 859"
"ILMN_2968147"	"2.87e-01"	"1.75e-01"	"-1.4795498"	"-6.579947"	"-0.281188"	"Rprml"	"reprimo-like"
"ILMN_1252248"	"2.87e-01"	"1.75e-01"	"1.4794743"	"-6.580046"	"0.39358568"	"Npnt"	"nephronectin"
"ILMN_2608985"	"2.87e-01"	"1.75e-01"	"1.4793828"	"-6.580166"	"0.22453315"	"Ankrd33b"	"ankyrin repeat domain 33B"
"ILMN_2708150"	"2.88e-01"	"1.75e-01"	"-1.4791956"	"-6.580411"	"-0.25728237"	"Uri1"	"URI1, prefoldin-like chaperone"
"ILMN_2483414"	"2.88e-01"	"1.75e-01"	"1.4786377"	"-6.581144"	"0.3809011"	"Zmym3"	"zinc finger, MYM-type 3"
"ILMN_2850057"	"2.88e-01"	"1.75e-01"	"1.478622"	"-6.581164"	"0.35041766"	"Clec16a"	"C-type lectin domain family 16, member A"
"ILMN_2617219"	"2.88e-01"	"1.75e-01"	"1.4785858"	"-6.581212"	"0.23155035"	"Mov10l1"	"Moloney leukemia virus 10-like 1"
"ILMN_1220084"	"2.88e-01"	"1.75e-01"	"1.4780386"	"-6.581929"	"0.37628397"	"Cables2"	"CDK5 and Abl enzyme substrate 2"
"ILMN_2994287"	"2.88e-01"	"1.75e-01"	"1.4776425"	"-6.582449"	"0.23959694"	"Hps3"	"Hermansky-Pudlak syndrome 3"
"ILMN_1221981"	"2.88e-01"	"1.75e-01"	"-1.4772059"	"-6.583021"	"-0.22818765"	"Diablo"	"diablo, IAP-binding mitochondrial protein"
"ILMN_1233860"	"2.88e-01"	"1.75e-01"	"-1.4769808"	"-6.583316"	"-0.24230579"	"Fam187b"	"family with sequence similarity 187, member B"
"ILMN_2588986"	"2.88e-01"	"1.76e-01"	"1.4767841"	"-6.583574"	"0.41894366"	"Cdc26"	"cell division cycle 26"
"ILMN_2929594"	"2.88e-01"	"1.76e-01"	"1.4764969"	"-6.583951"	"0.30568091"	"C1s2"	"complement component 1, s subcomponent 2"
"ILMN_2810296"	"2.89e-01"	"1.76e-01"	"1.4760761"	"-6.584502"	"0.23815615"	"Zfp609"	"zinc finger protein 609"
"ILMN_2972829"	"2.89e-01"	"1.76e-01"	"-1.4758569"	"-6.58479"	"-0.35060152"	"Psg23"	"pregnancy-specific glycoprotein 23"
"ILMN_2684307"	"2.89e-01"	"1.76e-01"	"-1.4756844"	"-6.585016"	"-0.34579841"	"Slc37a4"	"solute carrier family 37 (glucose-6-phosphate transporter), member 4"
"ILMN_1227153"	"2.89e-01"	"1.76e-01"	"-1.4755994"	"-6.585127"	"-0.30307666"	"Krt82"	"keratin 82"
"ILMN_2795365"	"2.89e-01"	"1.76e-01"	"1.4754858"	"-6.585276"	"0.24197868"	"Serinc4"	"serine incorporator 4"
"ILMN_2662962"	"2.89e-01"	"1.76e-01"	"-1.4753182"	"-6.585495"	"-0.25748774"	"Rhot2"	"ras homolog family member T2"
"ILMN_2839479"	"2.89e-01"	"1.76e-01"	"1.4752525"	"-6.585581"	"0.25632255"	"S1pr4"	"sphingosine-1-phosphate receptor 4"
"ILMN_2757861"	"2.89e-01"	"1.76e-01"	"-1.4739295"	"-6.587314"	"-0.25071812"	"Ap4b1"	"adaptor-related protein complex AP-4, beta 1"
"ILMN_2667805"	"2.89e-01"	"1.76e-01"	"-1.4738409"	"-6.58743"	"-0.28345317"	"Ak1"	"adenylate kinase 1"
"ILMN_2788036"	"2.89e-01"	"1.76e-01"	"1.4735232"	"-6.587846"	"0.29927517"	"Acsbg1"	"acyl-CoA synthetase bubblegum family member 1"
"ILMN_3080371"	"2.89e-01"	"1.76e-01"	"1.4734302"	"-6.587968"	"0.31511032"	"Fer"	"fer (fms/fps related) protein kinase"
"ILMN_2591187"	"2.89e-01"	"1.76e-01"	"-1.4732742"	"-6.588172"	"-0.27592592"	"Cpb2"	"carboxypeptidase B2 (plasma)"
"ILMN_2945348"	"2.90e-01"	"1.77e-01"	"1.4720368"	"-6.589792"	"0.22467426"	"Glrx"	"glutaredoxin"
"ILMN_2791326"	"2.90e-01"	"1.77e-01"	"-1.4716615"	"-6.590283"	"-0.22358514"	"Sdf2"	"stromal cell derived factor 2"
"ILMN_2945551"	"2.90e-01"	"1.77e-01"	"-1.4715753"	"-6.590395"	"-0.23486559"	"Hacd2"	"3-hydroxyacyl-CoA dehydratase 2"
"ILMN_1248206"	"2.90e-01"	"1.77e-01"	"1.4711019"	"-6.591015"	"0.31395127"	"Irs1"	"insulin receptor substrate 1"
"ILMN_1219128"	"2.90e-01"	"1.77e-01"	"1.4709326"	"-6.591236"	"0.37886049"	"Ano5"	"anoctamin 5"
"ILMN_2615259"	"2.91e-01"	"1.77e-01"	"-1.4703821"	"-6.591956"	"-0.2496029"	"Limd1"	"LIM domains containing 1"
"ILMN_2705979"	"2.91e-01"	"1.77e-01"	"-1.4697352"	"-6.592802"	"-0.38508721"	"Pctp"	"phosphatidylcholine transfer protein"
"ILMN_2747897"	"2.91e-01"	"1.78e-01"	"-1.4689549"	"-6.593822"	"-0.25282697"	"Ndufs3"	"NADH dehydrogenase (ubiquinone) Fe-S protein 3"
"ILMN_3006790"	"2.91e-01"	"1.78e-01"	"-1.4687816"	"-6.594048"	"-0.30122568"	"Hpse"	"heparanase"
"ILMN_1259848"	"2.91e-01"	"1.78e-01"	"-1.4685321"	"-6.594374"	"-0.2571023"	"Vps25"	"vacuolar protein sorting 25"
"ILMN_2712578"	"2.91e-01"	"1.78e-01"	"1.4682728"	"-6.594713"	"0.35400633"	"Rbm47"	"RNA binding motif protein 47"
"ILMN_2968390"	"2.91e-01"	"1.78e-01"	"-1.4677357"	"-6.595414"	"-0.4221446"	"Defb15"	"defensin beta 15"
"ILMN_2497268"	"2.91e-01"	"1.78e-01"	"-1.4675994"	"-6.595592"	"-0.23441472"	"Wdr1"	"WD repeat domain 1"
"ILMN_2671572"	"2.91e-01"	"1.78e-01"	"-1.4675843"	"-6.595612"	"-0.24916173"	"Smad1"	"SMAD family member 1"
"ILMN_2505476"	"2.91e-01"	"1.78e-01"	"1.4675008"	"-6.595721"	"0.23600771"	"Prom1"	"prominin 1"
"ILMN_2420200"	"2.91e-01"	"1.78e-01"	"1.4674097"	"-6.59584"	"0.3520486"	"Usp8"	"ubiquitin specific peptidase 8"
"ILMN_2840082"	"2.91e-01"	"1.78e-01"	"1.4673638"	"-6.5959"	"0.24401945"	"P2ry12"	"purinergic receptor P2Y, G-protein coupled 12"
"ILMN_1258620"	"2.91e-01"	"1.78e-01"	"1.4672982"	"-6.595986"	"0.27341551"	"Mtmr1"	"myotubularin related protein 1"
"ILMN_2752224"	"2.92e-01"	"1.78e-01"	"-1.4662785"	"-6.597317"	"-0.21549075"	"Mrps28"	"mitochondrial ribosomal protein S28"
"ILMN_2799368"	"2.92e-01"	"1.78e-01"	"1.4658254"	"-6.597909"	"0.26743079"	"Gtpbp8"	"GTP-binding protein 8 (putative)"
"ILMN_3044905"	"2.92e-01"	"1.78e-01"	"1.4658064"	"-6.597933"	"0.3234783"	"Gabrb3"	"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3"
"ILMN_2626283"	"2.92e-01"	"1.78e-01"	"1.4658063"	"-6.597933"	"0.27359731"	"Ninj2"	"ninjurin 2"
"ILMN_2738739"	"2.92e-01"	"1.78e-01"	"-1.4657571"	"-6.597998"	"-0.28941804"	"Tacc2"	"transforming, acidic coiled-coil containing protein 2"
"ILMN_2970345"	"2.92e-01"	"1.78e-01"	"-1.4657085"	"-6.598061"	"-0.22690907"	"Slc35a2"	"solute carrier family 35 (UDP-galactose transporter), member A2"
"ILMN_2601090"	"2.92e-01"	"1.79e-01"	"-1.4648588"	"-6.59917"	"-0.23419048"	"Gps1"	"G protein pathway suppressor 1"
"ILMN_2603888"	"2.93e-01"	"1.79e-01"	"-1.4644204"	"-6.599742"	"-0.27047978"	"Ttc39a"	"tetratricopeptide repeat domain 39A"
"ILMN_2653543"	"2.93e-01"	"1.79e-01"	"1.4643313"	"-6.599858"	"0.41985564"	"Egr3"	"early growth response 3"
"ILMN_2883110"	"2.93e-01"	"1.79e-01"	"-1.4641561"	"-6.600086"	"-0.28799016"	"Pqbp1"	"polyglutamine binding protein 1"
"ILMN_3160488"	"2.93e-01"	"1.79e-01"	"1.4640864"	"-6.600177"	"0.25258812"	"Lrrc43"	"leucine rich repeat containing 43"
"ILMN_1225261"	"2.93e-01"	"1.79e-01"	"-1.4637259"	"-6.600647"	"-0.22040055"	"Uchl1"	"ubiquitin carboxy-terminal hydrolase L1"
"ILMN_2906430"	"2.93e-01"	"1.79e-01"	"-1.4634847"	"-6.600962"	"-0.26024355"	"Icos"	"inducible T cell co-stimulator"
"ILMN_2833082"	"2.93e-01"	"1.79e-01"	"1.4631155"	"-6.601443"	"0.22641558"	"Noto"	"notochord homeobox"
"ILMN_2863385"	"2.93e-01"	"1.79e-01"	"1.4627907"	"-6.601867"	"0.27983967"	"Colq"	"collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase"
"ILMN_1226653"	"2.93e-01"	"1.79e-01"	"-1.4625795"	"-6.602142"	"-0.28387445"	"Gps2"	"G protein pathway suppressor 2"
"ILMN_2800297"	"2.93e-01"	"1.79e-01"	"1.4624937"	"-6.602254"	"0.24862121"	"Sart3"	"squamous cell carcinoma antigen recognized by T cells 3"
"ILMN_3160356"	"2.93e-01"	"1.79e-01"	"1.4624338"	"-6.602332"	"0.35205165"	"Olfr728"	"olfactory receptor 728"
"ILMN_2763657"	"2.93e-01"	"1.79e-01"	"-1.4620958"	"-6.602772"	"-0.33575931"	"Rufy2"	"RUN and FYVE domain-containing 2"
"ILMN_2789077"	"2.93e-01"	"1.79e-01"	"1.4618856"	"-6.603046"	"0.27054798"	"Itgb1"	"integrin beta 1 (fibronectin receptor beta)"
"ILMN_2606711"	"2.93e-01"	"1.80e-01"	"-1.4616978"	"-6.603291"	"-0.26092346"	"Nme6"	"NME/NM23 nucleoside diphosphate kinase 6"
"ILMN_2650392"	"2.93e-01"	"1.80e-01"	"-1.4616564"	"-6.603345"	"-0.22613366"	"Rbm28"	"RNA binding motif protein 28"
"ILMN_3147135"	"2.93e-01"	"1.80e-01"	"-1.4613123"	"-6.603793"	"-0.21288979"	"Akr1a1"	"aldo-keto reductase family 1, member A1 (aldehyde reductase)"
"ILMN_2633802"	"2.93e-01"	"1.80e-01"	"-1.4611119"	"-6.604054"	"-0.2683038"	"Aifm2"	"apoptosis-inducing factor, mitochondrion-associated 2"
"ILMN_1212636"	"2.94e-01"	"1.80e-01"	"-1.4607449"	"-6.604532"	"-0.29508933"	"Strap"	"serine/threonine kinase receptor associated protein"
"ILMN_2742128"	"2.94e-01"	"1.80e-01"	"1.4607263"	"-6.604556"	"0.27848553"	"Sec22a"	"SEC22 homolog A, vesicle trafficking protein"
"ILMN_2599487"	"2.94e-01"	"1.80e-01"	"-1.4605118"	"-6.604836"	"-0.2175318"	"Nmt1"	"N-myristoyltransferase 1"
"ILMN_1234909"	"2.94e-01"	"1.80e-01"	"-1.4605065"	"-6.604843"	"-0.27947162"	"Tipin"	"timeless interacting protein"
"ILMN_2940484"	"2.94e-01"	"1.80e-01"	"1.4604497"	"-6.604917"	"0.21823208"	"Gpr35"	"G protein-coupled receptor 35"
"ILMN_3140516"	"2.94e-01"	"1.80e-01"	"-1.4603073"	"-6.605102"	"-0.21950232"	"Rapgef1"	"Rap guanine nucleotide exchange factor (GEF) 1"
"ILMN_1248618"	"2.94e-01"	"1.80e-01"	"1.4593008"	"-6.606413"	"0.27680514"	"Coa5"	"cytochrome C oxidase assembly factor 5"
"ILMN_2657414"	"2.94e-01"	"1.80e-01"	"1.4591415"	"-6.60662"	"0.35357159"	"Ccdc180"	"coiled-coil domain containing 180"
"ILMN_2688075"	"2.94e-01"	"1.80e-01"	"-1.4587516"	"-6.607127"	"-0.23284921"	"Cyp51"	"cytochrome P450, family 51"
"ILMN_2619671"	"2.94e-01"	"1.80e-01"	"-1.4582881"	"-6.60773"	"-0.27447688"	"Mrps16"	"mitochondrial ribosomal protein S16"
"ILMN_2694329"	"2.95e-01"	"1.81e-01"	"-1.4576476"	"-6.608564"	"-0.33256094"	"Hps4"	"Hermansky-Pudlak syndrome 4"
